,id,guest_id,rating,review,is_anonymous,reservation_id,scores_accuracy,scores_check_in,scores_cleanliness,scores_communication,scores_location,scores_value
1746,1727,1752,8,"Very clean and comfortable apartment.  Billy was super easy to get along with.  The location suited me very well being just a few minutes walk away from the train and buses at Bondi Junction.  (Trains runs every 15 minutes from Bondi Junction and connects to all of Sydney, for those of you who are not familiar with Sydney; and a short bus ride will bring you to Bondi or Bronte beaches).  Highly recommended.",FALSE,8,8,8,8,8,8,8
1747,1728,1753,8,"I stayed a few days at Billy's and can nothing but recommend his place. The apartment is spacious, bright and peaceful and I felt very much at ease there. Billy is really a relaxed host, yet reliable and considerate. 
The guest room is quite big, with lots of space to stow cloths and everything and the bed is very comfortable. 
One of the cleanest, tidiest places I stayed at during my entire trip. And as a previous guest already said: „the photos don't do the place justice.” 

Thanks again for having me! ",FALSE,8,8,8,8,8,8,8
1748,1729,1754,8,"Our stay at Maria's beautiful property was enjoyable from start to finish.  The rooms were spotless and full of thoughtful detail.  We loved her house and we could tell that she loves it too.  The kitchen was modern and fully equipped. The bathrooms appeared very new, and were at a standard similar to that of an upmarket hotel.  The decor throughout was fresh and simple, so it was easy to feel at home.  

The open layout was perfect for a beachside Sydney holiday. We loved preparing meals in the spacious kitchen, or on the barbecue, with the sliding glass doors wide open for a free-flowing space from the outdoors to the living room, kitchen, and dining areas.  Well-placed mood lighting in the garden and inner atrium made this enjoyable at night too.

Bronte had always been our favourite Sydney beach suburb since we lived in Sydney ourselves some years ago.  It's a medium-sized beach that's great for families (no pubs and less busy than nearby Bondi).  Bronte park in itself is another attraction for families.  The kids could choose every day between two playgrounds, the beach, or the ""Bogey Hole"" - a shallower swimming hole protected by a natural tide-breaker of rocks - like a saltwater kiddie pool.  From Maria's house, it's a short and pleasant walk through the park to the beach.

Tamarama Beach is also nearby, and accessible by walking along a particularly dramatic seaside footpath (Tamarama Marine Drive), which reminded us of a grand corniche along Sydney's own riviera.  Some of our other favorite spots in the neighborhood were Cafe Favoloso, which was around the corner; and Bondi Fruitology, a short walk away on Bondi Road, alongside other useful shops for groceries and takeaway food.  

The house is also located at a cul-de-sac with a green patch of trees and grass at the end of it, which makes it quieter and more private than the nearby road, even though the road (and the bus stop) is a few paces away across the green patch from the front door.  The proximity of the bus stop made it easy to access the commercial district of Bondi Junction at any time, so everyone in our group could easily choose themselves from day to day between shopping and dining or outdoor activities. 

Maria even offered us access to a well-stocked pantry and complete kitchen, so we just had to choose our own fresh ingredients in order to cook what we wanted. We appreciated her thoughtfulness at foreseeing small details, like making sure we got oriented with the bus and the various shops and eateries within walking distance, providing us with beach towels and toys for the kids (so we didn't have to pack our own), and even asking if we wanted to have a Christmas tree up for the holidays.  We found it hard to leave. 
",FALSE,8,8,8,8,8,8,8
1749,1730,1755,9,"This place is idyllic - right on the beach, the location is awesome is awesome and much prefered to sydney's city center. I couldn't have asked for a better host. David is in short an absolute legend. He made me feel really welcome and he's really relaxed - reassuring for my first air bnb experience. Would def recommend staying with David, a great guy and a really comfy room. Wish I could have stayed longer!",FALSE,9,9,9,9,9,9,9
1750,1731,1756,8,The reservation was canceled 78 days before arrival. This is an automated posting.,FALSE,8,8,8,8,8,8,8
1751,1732,1757,8,"When researching out trip to Sydney, we first tried to find out which neighborhood would be the most vibrant and urban, yet laid back and unassuming. We settled on Darlinghurst.

We then searched Airbnb and came across Mitch apartment, which is perfectly located for both the bars and restaurants in Darlinghurst, yet within walking distance of the center of Sydney, the parks and the museums we wanted to visit.

The booking process was smooth and Mitch was super responsive. 

Arriving at the apartment, we were pleasantly surprised. Mitch has really undersold how nice the apartment is. Everything was clean, well functioning and new (the apartment is newly renovated).

Mitch did a good job of recommending brunch places and restaurants, and made us feel really welcome in Sydney. We will definitely be back, and next time we'll be staying with Mitch again.",FALSE,8,8,8,8,8,8,8
1752,1733,1758,9,"We can highly recommend a stay at Mitch's apartment in Darlinghurst.   The location is excellent with lots of restaurants close by, access to public transport if required and in walking distance to the city, parks and harbour.
The apartment itself, is light and airy, beautifully renovated and very secure.   It is fully equipped for a stress free stay.
Mitch was friendly and helpful and a wonderful host. 

Many thanks Mitch - hope to be back.    Cheers, Sue ",FALSE,9,9,9,9,9,9,9
1753,1797,1822,10,Gillian was very easy to communicate with and made my family feel welcome. I wouldn't hesitate to book again.,FALSE,10,10,10,10,10,10,10
1754,2624,2649,9,Had a pleasant stay at this apartment. Did not get to meet Annie personally but she was easily contactable and was very helpful with any questions or enquiries. Overall a good experience.,FALSE,9,9,9,9,9,9,9
1755,1734,1759,9,"Mitch’s apartment was the perfect spot for me and my partner’s one-week whirlwind tour of Sydney.  The two-bedroom apartment had everything you could possibly imagine and more and it definitely felt like a ‘home away from home’ – just what I needed after travelling all the way from London!  I arrived at Sydney Airport at 5am and Mitch kindly arranged an early check in time for me.   Kitted out with all mod cons, the apartment was extremely comfortable and was a fantastic place to cook in on the odd occasion.  Mitch was a great host who produced a handy guide on how to use all the appliances in the apartment and  provided a list of fantastic local places to eat out.   The apartment is placed in a perfect location to access trains, buses, ferries or to walk to prime locations.  As Darlinghurst comes to life at the weekend, the nightlife buzz is a 10-minute walk away, however,  the apartment is set back far enough to experience peace and  tranquillity if relaxing and chilling out is more your thing after a busy day of walking or sightseeing.   Mitch was easily accessible by mobile/text to address any queries that I had during my stay and I must not forget to mention the lovely welcome chocolates and beers that helped to kick start our holiday indulgences!  I absolutely loved my stay in Sydney which was made all the more perfect by being able to return to such an amazing base.  I would definitely stay at Mitch’s apartment again.   ",FALSE,9,9,9,9,9,9,9
1756,1735,1760,10,"Mitch's apartment is fantastic. 
Communication beforehand was excellent - friendly and helpful. 
The apartment was spotless and beautiful with everything you could need. 
The location is perfect - we walked everywhere (Double Bay, Opera House, Glebe, Darling Harbour) and there are lots of great restaurants and cafe's to experience that are really close.
Mitch's care and attention to his guests is obvious - he made us feel very welcome and we loved staying here.
Will definitely stay here again",FALSE,10,10,10,10,10,10,10
1757,1736,1761,10,"Staying in Mitch's place was like staying in your best friend's place. It has everything you will need to make you fell like home! 
The appartment is beatiful, and it was spotless when we got there. Is in a beatiful área of the City and you can walk everywhere (even with a double stroller as we were!) 
Mitch is great. His answers by Mail ir phone were always really quick, and was please to help in everything he could. He even book a restaurant for us!!
Everything was perfect! The place and the host!
Thanks Mitch!",FALSE,10,10,10,10,10,10,10
1758,1737,1762,10,"Ainsley has been a great host, very accommodating. The apartment is great and location is perfect - close to the city, in very quiet place, so we had a great sleep after our daily trips around Sydney. Internal yard is wonderful - lots of space for kids to play.
We had a great time enjoying Sydney and Ainsley made our stay hassle free and very pleasant. 
Thank you, Ainsley!",FALSE,10,10,10,10,10,10,10
1759,1738,1763,9,"I stayed here for 9 nights with 2 kids(5 and 7) and think it was a best choice for me. Ainsly was so nice, kind and treated us like a family. We had breadfast together and went to playground, supermaket and beach together. Whatever I asked her, she searched internet and give me enough information. The room was same with the picture as it shown in airbnb. Coogy beach and city was 20 minutes by bus. We went to Coogy beach everyday. Coogy beach was awasome. I will definately stay here again if I come to Sydney again. ",FALSE,9,9,9,9,9,9,9
1760,1739,1764,9,"Micky’s apartment is in a fabulous location, walking distance to key attractions. Quiet, well appointed apartment with free wifi. Very clean and comfortable, tons of charm with modern conveniences, great location.
I had a great moment in this apartment. 
Everything was perfect. Micky was very kind and willing to help and has provided several guides to Sydney and a binder of information that he has compiled that were very helpful in planning our daily itinerary. 
Micky took the time to check if we were ok and had everything that we needed!  
Would definitely stay there again next time I am in Sydney! 
Many thanks for giving me a wonderful experience! I highly recommend Micky and his apartment! 
",FALSE,9,9,9,9,9,9,9
1761,1740,1765,9,"Our stay at Micky's was great! We were a bit stressed out (we had originally planned to not work on our trip, but ended up quite busy), but Micky was friendly and very helpful in suggesting places for us to check out. The apartment itself is just beautiful, open, and airy — full of details that made an architecture nerd like me squeal. The location was also perfect (especially as we worked from the apartment most days), as we were always around the corner from Crown St and all the awesome restaurants there. We had a lovely time eating at places like Bills and Cowbell 808, and had great drinks at Longgrain and Golden Age. Thanks Micky!",FALSE,9,9,9,9,9,9,9
1762,1741,1766,8,"Our first Airbnb experience in lovely Sydney went off to an auspicious start. Micky was a gracious and accommodating host who made us feel welcome right off the bat. His home was as advertised, definitely no hype here. The location couldn't be better. Surry Hills is a buzz hive, an enclave for the hip set. Some of the coolest cafés and restaurants on offer in Surry Hills, if not Sydney, are all within walking distance; and, yet, Micky's pad was tucked away inside a quiet alley off Crown Street. Public transport was, likewise, readily accessible. At the end of a long day exploring Sydney, Sarah and I would invariably sleep through the night on our super-comfy queen-size bed. Refreshed in the morning, we'd pull up the overhead shade, and the room will be bathed in natural light—and sweetness. Always a great start to the day. Breakfast at any one of the nearby cafés (with special mention to Bourke Bakery on Devonshire and Pablo's off Campbell) never put a foot wrong either. Thanks, Micky, for the great stay!",FALSE,8,8,8,8,8,8,8
1763,1742,1767,9,"Micky was a delightful host. His house is perfectly clean, modern and welcoming. The guest bedroom is small but light and airy, the bed superbly comfortable and the desk space was perfect for me to get some work done.
His house is walking distance to absolutely everything.
I would highly recommend this space. ",FALSE,9,9,9,9,9,9,9
1764,1743,1768,8,"Because my flight arrived late in Sydney, Abby and her parents were so kind to put some goodies into the frige., we found that very attentive and caring. The cottage is very nice decorated and (Website hidden by Airbnb) have two big inbuild  cubboards in the bedrooms to put all your stuff in. All the utilities you need are in the kitchen, even salt and peeper and a grater for your parmesan cheese. Although the terrace is facing the street , one does not feel disturbed by the traffic because it is very quiet there. Abby was really taking care of us, even by giving us information not concerning the cottage in particular. If you decide to stay at the beach cottage you make a good choice! Karine
",FALSE,8,8,8,8,8,8,8
1765,1744,1769,10,"I stayed for 16 days from January 19, 2014. 
It was the best in the air bnb I've stayed so far. 
The reason is that there are a number of great beaches. 
Quiet environment and birdsong. 
Kitchen and tableware, etc., are in place all is clean and sore. 
The owner is a very kind, delicious bakery, taught me a butcher, I enjoyed the barbecue. 
When you go to Sydney, I want to stay always. 
Thank you all!",FALSE,10,10,10,10,10,10,10
1766,1745,1770,9,"I came with my family and we were extremely amazed with this fantastic cottage. When we arrived, the house was already opened. I walked in and everything was so perfect inside. So I asked to my wife, ""is this the house?"" She was also unsure. I checked the frigde  and the cupboard in the kitchen and I saw many nice and good quality things inside. So I said to my wife,"" Well, Is too good to be true, I think we are at the wrong house. Let's check the address again"". On the way out, I came across with a friendly woman and when I was preparing myself for excusing my mistake, she came saying to me: "" welcome Bernardo !"". It was Margaret the owner, and we were very happy to know that we were actually at the right place. The cottage is new,  exceptionally clean and a perfect size. All amenities are modern and fully functional, the beds are very comfortable. We spent a great time in northen beaches area during our stay.
Mr. Ross and family are very kind, friendly and helpfull. 
To sum up, it's better than a 5 star hotel!
",FALSE,9,9,9,9,9,9,9
1767,1746,1771,10,Thanks Ross and Margie. We had a wonderful stay in your house and you made us feel very welcome. Very high quality and well equipped. Perfect location for relaxing and exploring Avalon and beyond. Hope to see you again. Thanks again.,FALSE,10,10,10,10,10,10,10
1768,1747,1772,10," David was a very nice and hepful host, we loved it to stay in his Apartment :) it was always clean and tidy.",FALSE,10,10,10,10,10,10,10
1769,1748,1773,8,The host canceled this reservation 13 days before arrival. This is an automated posting.,FALSE,8,8,8,8,8,8,8
1770,1749,1774,9,"Apartment was fantastic and in a very convenient location with many nice cafes short walk from the apartment.  The apartment was very spacious and well equipped with all the neccessities.   Available parking was also very convenient and easy to get to.
Marcus was very helpful with our early arrival check in and giving us suggestions for things to check out in the area as it was our first time to sydney.  The welcome kit in the apartment was also had many helpful informations about the area.  All in all we had a great week staying here.",FALSE,9,9,9,9,9,9,9
1771,1750,1775,8,Magnifique appartement proche du bus pour aller en centre ville. Marcus facilement joignable en cas de problème.,FALSE,8,8,8,8,8,8,8
1772,1751,1776,9,"This place is so perfect for a family or traveling in a group, lots of space and the design was so cool!!!! However due to the whether condition there was a frequent visit of pasts that ruined our stay. Overall though it is still a really good apartment and I'll recommend to all my friends!!!!",FALSE,9,9,9,9,9,9,9
1773,1752,1777,9,"The apartment was perfect for our family - very spacious, light, clean and very well equipped facilities for apartment living purposes (kitchen and living) - toiletries, kitchen supplies, entertainment. Great, safe location - good cafes and restaurants within walking distance and bus stop to city only few minutes walk away. Beautiful Rushcutters Bay easy walk away. Overall very happy and would recommend for couples and families. ",FALSE,9,9,9,9,9,9,9
1774,1753,1778,8,"Marcus kindly let me take over the flat at 11am rather than 3pm as his previous booking had cancelled.   He met me at the door and showed me round and also pointed out places on a map.  He has a good booklet on the flat and area.  The flat was even better than the photos - distinctly cool!  It is a warehouse conversion with high ceilings and a mezzanine floor and was fine for 3 people.   It was within walking distance of Rushcutters Bay which was essential for us.  Easy to get taxis and nearby buses.  Several cafes and restaurants nearby and a supermarket in walking distance.  A really enjoyable two weeks.
Ros December 2015 ",FALSE,8,8,8,8,8,8,8
1775,1754,1779,8,"Great modern apartment as per photos. Lovely short walk to Rushcutters Bay with a view of the Bridge. We never met Marcus but he was prompt with text replies.

Bus at the end of the street into the city which is about a 20 - 40 min ride depending on traffic. You can get off at Kings Cross or Town Hall for train interchanges

We were a family of 5   Apartment more than big enough. 2nd bed was a double bunk and may be more comfortable for 2 than 3 as bottom mattress a bit lumpy

I forgot my book but books, magazines, WiFi and travel guides were supplied. 

We ended up hiring a car to get around more quickly. On street and off street parking available. 

If only the weather had been kinder as it poured with rain for half our stay!

Lynn Family Perth. ",FALSE,8,8,8,8,8,8,8
1776,1755,1780,9,"Marcus met us and showed us to the apartment - it is nice to receive a friendly welcome, especially from a fellow Geordie!! The apartment is exactly as it appears on the pictures - we were there with 2 small children and it was perfect for our needs. Well equipped and spacious and in a lovely location in easy walking distance of Rushcutters Bay, Darlinghurst or Paddington. 
The main bed is very comfy and the second bedroom was perfect for the kids. 
Great that there is underground parking also. ",FALSE,9,9,9,9,9,9,9
1777,1756,1781,10,"Wonderful place, excellent hosts, very discrete but always helpful if needed. Fantastic view into the bushes. Highly recommended!",FALSE,10,10,10,10,10,10,10
1778,1757,1782,8,"Suzanne was a fantastic host with a flat in a fabulous location. I have stayed in a few Sydney locales and I think Centennial Park is fantastic. Walking distance to so many things, and easy public transport. 
The unit was safe, clean, lovely view and quiet. Everything a short or long term visitor could desire!",FALSE,8,8,8,8,8,8,8
1779,1758,1783,10,Suzanne is very sweet and accommodating! Easy walking distance to some of Sydney's best neighborhoods. ,FALSE,10,10,10,10,10,10,10
1780,1759,1784,9,"We had a lovely stay at Suzanne's apartment. The place was clean and comfortable with a lovely balcony looking out towards the city, perfect for viewing fireworks.  Suzanne herself was prompt to let us in and very helpful for letting us know about the surrounding area.  I would recommend this apartment. 

Thanks again Suzanne. ",FALSE,9,9,9,9,9,9,9
1781,1760,1785,10,"Perfect location and host!
The place was nice, clean, cosy and equipped with everything you'd need. We look forward to staying there again. :-)",FALSE,10,10,10,10,10,10,10
1782,1761,1786,9,"I stayed at the studio in Kirribilli for nearly twelve weeks. Everything was just perfect! 
Diane is very helpful and her mother in Sydney also helps where she can! 

The studio was clean and extremely comfortable! You have everything you need and the location is amazing! It takes you 6 minutes to the city by ferry and about 15 minutes by train. Kirribilli is one of the most nice places to live around Sydney! 

The view of the balcony is great as well. 

I would definitely book the studio again for any other stays in Sydney.
",FALSE,9,9,9,9,9,9,9
1783,1968,1993,9,"Edgar and Jeff were amazing host. Everything were clean the flat very Nice. You'll have your own bedroom and bathroom which are really confortable ! The place is quiet but close to all the commodities (shops, subway...)
Thanks a lot for their welcome they also are full of good advices :) see you ! ",FALSE,9,9,9,9,9,9,9
1784,1762,1787,9,"Diane provided a lot of information before, and during the stay which was very much appreciated. 

When I arrived her mum met me to let me in and also kindly drove me to get an Opal card to make sure I had one ready for my first ferry trip, she also walked me down to where the closest ferry terminal was to make sure that I knew how to get places. 

The apartment was clean and tidy and had views of the harbour which was beautiful at sunrise. It's proximity to everything once you got your bearings was awesome, and it only cost me $45 to get a taxi from Bondi back to Kirribilli one of the nights I was staying. 

Overall I loved it and will definitely stay there again. ",FALSE,9,9,9,9,9,9,9
1785,1763,1788,9,"The apartement was fantastic and a perfect place to stay in Sydney. We for sure would come back again!

It was clean, in a very nice area just outside Sydney center and the check-in as well as the checkout was very uncomplicated. All questions have been answered right away. 

Thanks again for everything and we wish you all the best!",FALSE,9,9,9,9,9,9,9
1786,1764,1789,10,We had a great stay at the studio. Diane was an extremly helpful host and everything worked out quite well. The location of the appartment is perfect. We loved taking the ferry for exploring Sydney and had breakfast at cafe anvil several times. The studio itself is very nice and has a great view from the balcony. All we needed. We strongly recommend the place. ,FALSE,10,10,10,10,10,10,10
1787,1765,1790,10,"Very nice appartment, very good location, 10 min by foot to Bondi Beach and 15 min by foot to rose beach. Vanessa´s place is spacious and has everything you need if you want a quiet stay close to the beach. Recommended!",FALSE,10,10,10,10,10,10,10
1788,1766,1791,9,"Vanessa was a great host and the apartment is more then wonderful! Absolutely stunning view, the apartment was bright, fresh and clean and Vanessa was very helpful. We would definitely stay there again!!!",FALSE,9,9,9,9,9,9,9
1789,1767,1792,9,"Vanessa's place is perfect. It's got everything you need and nothing you don't. 
I stayed at Vanessa's place for a month and it was great. It's in the perfect location. It took me 6 minutes on my bike to get to Bondi Beach each morning, Rose Bay is just down the hill which is so pretty, there is a bus stop just across the road which went everywhere I needed. For me it was perfect base.

It is bright and fresh and clean with really nice light and a gorgeous outlook over the treetops from the main lounge room and bedroom, and leafy palms from the kitchen. It's not one of those places that looks good in the pictures and then a dud when you get there. It looks exactly like the pictures and is really nice. I felt so lucky when I got there!

It's got a dishwasher, washing mashing, iron, all the things that make like easy.

Vanessa is a great host. She was always quick to reply, helpful, respectful and lovely to deal with and ensured I had everything I needed. 

I have absolutely no hesitation in recommending Vanessa's place. Highly recommended.",FALSE,9,9,9,9,9,9,9
1790,1768,1793,9,"This apartment is really beautiful and the host was really accommodating.
Apartment is clean, modern and very comfortable and the location is superb. 
Its in a blue chip neighbourhood, near bus stops and a short walk to Bondi Beach.
Highly recommend it!",FALSE,9,9,9,9,9,9,9
1791,1769,1794,10,"Simply the best location to discover Bondi Beach. 5min walking distance to the beach.
I didn t have a chance to meet with Laurence but the room was prepared for my arrival with towel and etc... Dave (the flatmate) and Luke (the neighbor) were there to show me more about Bondi. ",FALSE,10,10,10,10,10,10,10
1792,1770,1795,8,"Didn't meet the host but met the flatmate.
Apartment really cold. Especially whrn they leave windows opened all day/night.
Really appreciate to have a key left to go in when we wanted. 
Very good location ",FALSE,8,8,8,8,8,8,8
1793,1771,1796,9,"We really enjoyed our stay at Laurence's place on Bondi beach. Bondi remains to be my favorite place in Sydney after our visit. The apartment is situated just a few minutes to the beach. The location is great. Plus, the room is cozy and nice, with a good kitchen facility. We enjoyed our neighborhood, very friendly and sporty people around. I would definitely recommend! ",FALSE,9,9,9,9,9,9,9
1794,1772,1797,10,Great location.  Nice host.,FALSE,10,10,10,10,10,10,10
1795,1773,1798,9,"I had the chance to meet Laurence, and he is an awesome fellow. His place is super well located and has a great price! Hospitality was exceptional! Although the place is nice, the building is old and not super vacuum cleaned, so likely to give you alergy if you are sensitive to dust or odours.",FALSE,9,9,9,9,9,9,9
1796,1774,1799,8,"Sophie var svært hyggelig og imøtekommende. På en av sidene står adressen 4 Brighton boulevard. Vi lette der, fant ikke riktig sted. Da vi gikk på airbnb sine sider en gang til fant vi imidlertid 3/4 Brighton bvd. Da fant vi både nøkkel og riktig leilighet.
Leiligheten var helt fin for vårt formål. God nok plass for oss alle 5. Hun opplyste om at badet var lite, men det gikk greit.",FALSE,8,8,8,8,8,8,8
1797,1775,1800,8,"This studio out the back of caths house was a pleasure to stay in. The clever design makes use of a small space and the decore was stylish. Cath treated us with her homemade treats which were a real welcomed surprise.
We enjoyed looking out onto her veggie patch, the morning sun lit upnthe big photo of clouds on the wall and was lovely to wake to every morning.
Highly recommended.",FALSE,8,8,8,8,8,8,8
1798,1776,1801,9,"My husband and I had a wonderful stay with Cath.. This lovely garden studio is functional, modern and comfortable.. Delish freshly baked bread and cookies from Cath.. The breakfast hamper is welcoming and generous! Definitely highly recommended!",FALSE,9,9,9,9,9,9,9
1799,1777,1802,10,"I had a lovely stay with Cath - the studio is beautiful and her chickens are so cute! She was a fantastic host - friendly, easy going  and kind (baked fresh bread!) but respected my privacy which was great. ",FALSE,10,10,10,10,10,10,10
1800,1778,1803,8,"The garden studio was a wonderful little place in Marrickville, close to new cafes popular in Sydney!  Cath was a fantastic host and provided more than we expected. We'd recommend couples to stay for a little hideaway away from the hustle and bustle of the city!",FALSE,8,8,8,8,8,8,8
1801,1779,1804,10,"The Garden Studio was wonderful. It had everything we needed (and more!) and it is a beautiful space. Cath has thought of everything, from a change of towels mid-week to shampoo, cereal choices, and even a homemade loaf of bread for our 6-night stay. We felt truly spoilt. Marrickville is being hailed as the ""new Surry Hills"" and at the number of quality cafes and food stores nearby was just astounding. We rented a car, and we were really happy with the easy (and free) parking on the street too.",FALSE,10,10,10,10,10,10,10
1802,1969,1994,10,Linda was very impressed with your hospitality and consideration you showed to her while she was in Sydney. A pleasure to deal with! ,FALSE,10,10,10,10,10,10,10
1803,1780,1805,9,"We had a fabulous stay, Phoebe was a pleasure to deal with (via email and text) She was always quick to respond, and was very accommodating to all our requests.  The apartment is a big plus, it is well situated, 5 mins walk to the beach and Bondi's main strips. The bus to Sydney's CBD, and harbour is also 5 mins away.  The apartment has everything, plus more, that  you need.  Phoebe made sure that we had plenty of storage space for our belongings in each of the bedrooms. (as well as the Kitchen)  We made good use of the balconies and were able to  watch beautiful sunsets overlooking Bondi beach on the best outdoor daybed!  Bedding is extremely comfortable, with all linen supplied. A very comfortable and welcoming apartment in a great location, and we hope to be able to return one day soon.",FALSE,9,9,9,9,9,9,9
1804,1781,1806,9,"Modern spacious apartment in a great location. Great views from the balcony of Bondi beach and the famous Icebergs. Very clean and funky apartment.

Phoebe was fantastic. Very quick to respond to our queries. And we were greeted with a very thoughtful Easter treat. If we do go back to Bondi, we will definately stay here again.",FALSE,9,9,9,9,9,9,9
1805,1782,1807,9,"We stayed in Trishas house for almost 2 weeks, a couple and 3 kids. We loved it to be there. The house has a light and friendly atmosphere. It has every equipment you need. There is plenty of room so that everybody can find his/her own niche. The balcony provides a beautiful view. The wooden terrace is big and provides both: sun and shadow. The pool was a highlight to our girls. Trish has a studio nearby. During our time she stayed there. We liked her very much and often talked to her. She was always very kind and helpful. We highly recommend this place.",FALSE,9,9,9,9,9,9,9
1806,1783,1808,9,"From booking to arriving Trisha has been an incredible host! From the moment we arrived we felt home! Trisha and Mick were very welcoming and gave us a huge amount of information about the area! The house was equipped with everything that you need, even baking trays! The swimming pool was the highlight of our kids stay, could barely get them out for lunch! Avalon is only a very short distance drive away and they have the best French bakery for miles. The house was spacious and very comfortable. Another highlight of our stay was the incredible amount of books, which I absolutley loved! In a nutshell I don't think you can find a better holiday home with emphasis on the home. We genuinely felt for the entire period that it was our home, there is nothing that it's missing or needed. The only regret we have is that we discovered a box full of games on our last day, so now we will have to go back to use them!!!! Thank you again to our amazing host and hope to see you soon!",FALSE,9,9,9,9,9,9,9
1807,1784,1809,10,"Trisha's home is very spacious, tranquil and clean and is very well-equipped. The service and communication were excellent. A wonderful stay for our family.",FALSE,10,10,10,10,10,10,10
1808,1785,1810,9,"As we were returning back from Europe to Australia, we needed a place to call home for a longer period, we certainly found that this house ticked our boxes. It has generous spaces and a very well equipped kitchen. 
Good WiFi and entertainment systems are in place, as well as heating and cooling systems.
Trisha and Mick are very friendly and helpful, there was no issue with privacy as the house is facing the great views!",FALSE,9,9,9,9,9,9,9
1809,1786,1811,10,Wonderful hosts and a lovely home. We very much enjoyed our stay.,FALSE,10,10,10,10,10,10,10
1810,1787,1812,10,"The house was lovely - great location and sensational views. Trisha was an amazing host, very welcoming and helpful.",FALSE,10,10,10,10,10,10,10
1811,1788,1813,8,Treetopz is an amazing place to stay. It has a great pool and is amazing for families or larger groups. It is close to so many hidden gem beaches and has so much to offer yet it is relaxing at the same time. It will not disappoint. We were sad to leave. Thanks so much Trish & Mick. Hope to be back soon!,FALSE,8,8,8,8,8,8,8
1812,1789,1814,8,"We stayed with Georgia for nine days and can highly recommend this room for other Airbnb travelers.  The room is clean and beautifully decorated, with lots of space in the closet to store your belongings.  The apartment is new and in a really nice building- its a bit far out of the CBD but the bus stop to get into town is literally right outside of their apartment complex, which is very convenient. Georgia and her family were very welcoming and accommodating, we'd happily make another booking with them!",FALSE,8,8,8,8,8,8,8
1813,1790,1815,9,"Because we were visiting Sydney for a seminar we had very little time at the apartment, but it was a spotlessly clean, beautiful, comfortable, well appointed, almost new home. Absolutely perfect for our short stay. Georgia and her family were very friendly and helpful.",FALSE,9,9,9,9,9,9,9
1814,1791,1816,8,"We enyoid our stay in Sydney by  Georgia at home. It is clean and the room is comfortable. In winter it could be a little bit cold in the room but you have good blankets. Furniture is new and the bath is really nice. Georgias family is also open for good talks and help you out if you have any questions. The little house cat is a bit touchy,but try to pet her. ;) Busses and Trains to central are close so it is easy to get into the city. We can recommend Georgia.Thanks for being our host. Ben & Lena",FALSE,8,8,8,8,8,8,8
1815,1792,1817,9,"We enjoyed a great stay and Peter's and Georgia's flat!
We were warmly welcomed and felt home right away. As I need to go back to Australia due to my job, I defiantly will stay again with them.
Strongly recomended!
",FALSE,9,9,9,9,9,9,9
1816,1793,1818,10,Ideal location if you want to stay away from the busy CBD. Jac is responsive to our enquiries. Kitchen is well equipped too.,FALSE,10,10,10,10,10,10,10
1817,1794,1819,10,"My family came to Sydney for 8 days and I was looking at a place in eastern suburb that was close to beach and shopping centre. Jacqui's place is perfect. My family really enjoyed staying there, they could walk down to Bronte beach and also Bondi junction shopping centre. Unit is very tidy and clean. On top of it, Jacqui is very pleasant ",FALSE,10,10,10,10,10,10,10
1818,1795,1820,9,"Great location near the beach with easy access to the Bondi to Coogee walking trail. Public transport into the CBD via the 440 and 360 Buses to Bondi Junction with only a few stops with the trains.

The apartment presented itself well, with a couple of desks if you needed workspace. The apartment had a comfortable and relaxed feel, decorated nicely without feeling cluttered. Kitchen was fully equipped with easy to use appliances.

Parking wasn’t a problem with a few streets to choose from. Neighbours were also kind and welcoming.

Despite never meeting them in person, the hosts Jacqui and Chris were always available with prompt  answers to queries and suggestions. Our family thoroughly enjoyed our stay and wouldn’t hesitate to go back; a delightful first time experience with airbnb.
",FALSE,9,9,9,9,9,9,9
1819,2024,2049,9,"Nice place - big room, very clean and working bathroom/toilet, fast wifi and heater available as well. Close to Aldi and Coles.  Nearby bus to the city as well.",FALSE,9,9,9,9,9,9,9
1820,1798,1823,8,"We really enjoyed our stay at the Artist's Studio.  It was a located in a vibrant neighborhood with a variety of fun restaurants, shops and galleries around the corner.  The apartment was clean, nicely decorated and quiet.  The kitchen had everything we needed to cook for ourselves when we wanted to stay in and there were a variety of grocers within a few blocks.  We loved being able to eat breakfast at home and there was enough cookware and seating that we were even able to invite family over for dinner.   Public transportation to all parts of the city was easily accessible and Gillian also provided a notebook full of helpful information about things to do in the area and maps and tips about using the buses, trains and ferries.   Gillian does not live on site but she did an outstanding job of communicating everything we needed to know well in advance of our trip including all contact information if we ever needed to get in touch with her or ask questions while staying at the apartment.  The whole process was seamless.  We highly recommend the Artist's Studio.",FALSE,8,8,8,8,8,8,8
1821,1799,1824,9,"This is a fantastic studio apartment with some lovely personal touches and in a great location, a short walk from Paddington's 'Five Ways' and William St (home to The London, where Chur Burger is to be found!)
For it's compact size, it has everything I needed, and fills with natural light. I'd happily stay here again.",FALSE,9,9,9,9,9,9,9
1822,1800,1825,9,Juliet was easy to deal with and was extremely helpful. Her place was clean and modern and we had a great time staying there. Happy to recommend to anyone considering staying here!!!,FALSE,9,9,9,9,9,9,9
